0,0,0,0,0,0,-1.542892291
0.5,0.06,0.04,-0.02,-0,-0.014,-3.797893258
1,0.16,0.14,0.1,0.16,-0.008,0.7524558213
1.5,0.22,0.3,0.36,0.42,-0.024,0.4148978505
2,0.5,0.52,0.52,0.64,-0.0318,-0.5568027645
2.5,0.74,0.7,0.78,0.78,-0.011,0.5167194414
3,0.98,1,1.02,1.04,0.0018,0.3166329071
3.5,1.14,1.16,1.16,1.16,-0.0122,1.111880414
4,1.24,1.26,1.3,1.36,-0.0298,-3.369979983
4.5,1.3,1.24,1.3,1.22,-0.0094,-0.4772283428
5,1.24,1.18,1.22,1.22,-0.0058,-0.2534171881
5.5,1.32,1.2,1.44,1.2,-0.0152,0.6497443109
6,1.28,1.2,1.44,1.3,-0.0246,-1.791630201
6.5,1.2,1.34,1.36,1.34,-0.0148,2.774989593
7,1.14,1.18,1.24,1.28,-0.0092,-0.7101913623
7.5,1.18,1.22,1.3,1.34,-0.0106,1.390454435
8,1.26,1.22,1.32,1.3,-0.0036,-2.335209994
8.5,1.22,1.18,1.4,1.26,-0.0078,-2.759249961
9,1.2,1.24,1.28,1.26,-0.0104,-1.74049108
9.5,1.24,1.2,1.32,1.34,-0.0012,7.057184779
10,1.26,1.22,1.28,1.28,-0.0074,3.352186932
10.5,1.18,1.3,1.2,1.32,-0.0184,1.428251974
11,1.2,1.16,1.26,1.2,-0.0228,1.503775517
11.5,1.22,1.24,1.24,1.36,-0.0226,-0.122233788
12,1.2,1.26,1.24,1.28,-0.0194,-0.1586778482
12.5,1.3,1.26,1.32,1.28,-0.0094,0.4032885675
13,1.22,1.28,1.26,1.28,-0.024,-1.210806646
13.5,1.24,1.26,1.28,1.3,-0.0216,-1.904887445
14,1.18,1.16,1.22,1.28,-0.0182,-1.509882894
14.5,1.18,1.2,1.28,1.26,-0.0152,1.363516793
15,1.2,1.16,1.14,1.26,-0.0126,-3.074326171
15.5,1.2,1.26,1.22,1.28,-0.0322,-5.105256761
16,1.12,1.28,1.28,1.3,-0.0258,-2.660231442
16.5,1.26,1.18,1.28,1.3,-0.0074,-0.1155565323
17,1.16,1.08,1.34,1.28,0.0038,-1.703992539
17.5,1.08,1.24,1.34,1.36,-0.0068,-2.450731057
18,1.2,1.3,1.3,1.3,-0.0126,-1.736092066
18.5,1.34,1.2,1.38,1.3,-0.0018,-0.8031790014
19,1.26,1.22,1.28,1.22,0.0052,-1.495078113
19.5,1.18,1.18,1.4,1.3,-0.0216,2.582790614
20,1.26,1.2,1.28,1.28,-0.0228,0.9931073171
20.5,1.12,1.12,1.28,1.18,-0.012,-0.4064915438
21,1.26,1.26,1.3,1.2,-0.0252,-1.361401003
21.5,1.2,1.28,1.28,1.28,-0.0156,3.940436916
22,1.08,1.2,1.2,1.28,-0.013,-1.416992309
22.5,1.16,1.22,1.16,1.24,-0.0244,-2.367991616
23,1.22,1.2,1.24,1.26,-0.0038,1.739780861
23.5,1.22,1.14,1.24,1.2,-0.0156,1.193001322
24,1.2,1.16,1.22,1.32,-0.0076,-2.845885151
24.5,1.12,1.28,1.3,1.24,-0.023,0.05944295063
25,1.22,1.24,1.38,1.22,-0.0276,1.246173389
25.5,1.3,1.18,1.36,1.28,-0.0204,-0.4787917762
26,1.36,1.12,1.32,1.26,-0.02,-0.181028403
26.5,1.16,1.14,1.32,1.22,-0.0196,-4.061681673
27,1.28,1.24,1.18,1.38,-0.0188,-1.040934874
27.5,1.26,1.24,1.32,1.26,-0.023,3.567833442
28,1.22,1.28,1.24,1.38,-0.0194,-0.5861670667
28.5,1.32,1.2,1.24,1.34,-0.014,0.5181482074
29,1.3,1.24,1.26,1.32,-0.0108,-4.208093229
29.5,1.26,1.16,1.28,1.32,0.0054,-2.534165543
30,1.16,1.28,1.34,1.26,0.0002,-2.97959863
30.5,1.22,1.4,1.34,1.3,-0.0248,-1.073274515
31,1.24,1.28,1.24,1.34,-0.0074,1.588801738
31.5,1.18,1.28,1.28,1.24,-0.0094,-0.4356420293
32,1.32,1.14,1.28,1.26,0.0012,3.264413204
32.5,1.18,1.16,1.2,1.28,-0.0324,-1.201424459
33,0.84,1.02,0.98,1.02,-0.0398,-4.329777629
33.5,0.7,0.7,0.82,0.82,0.006,-1.927503435
34,0.5,0.44,0.5,0.56,-0.005,1.031886251
34.5,0.38,0.18,0.24,0.26,0.5144,15.8578823
35,0.36,0.14,0.4,0.16,0.514,28.98856069
35.5,0.46,0.14,0.38,0.12,0.5176,44.63179624
36,0.28,0.12,0.38,0.22,0.5228,61.28178648
36.5,0.38,0.06,0.4,0.14,0.5064,77.03857275
37,0.38,0.14,0.44,0.2,0.4984,88.9898549
37.5,0.26,0.18,0.42,0.08,0.4874,105.5011013
38,0.32,0.16,0.38,0.18,0.491,116.7791812
38.5,0.36,0.18,0.3,0.18,0.5076,128.4680267
39,0.3,0.12,0.32,0.16,0.4926,144.8426987
39.5,0.3,0.1,0.36,0.18,0.528,166.2214273
40,0.3,0.14,0.34,0.1,0.5268,178.9961266
40.5,0.3,0.32,0.36,0.24,-0.0092,179.2135801
41,0.48,0.52,0.52,0.56,-0.0158,178.7336114
41.5,0.7,0.68,0.74,0.76,-0.0048,186.1938065
42,0.96,0.94,0.94,1.04,-0.008,182.8288062
42.5,1.18,1.12,1.18,1.24,-0.0234,176.1082852
43,1.24,1.22,1.32,1.36,-0.0194,177.4730856
43.5,1.2,1.24,1.26,1.34,-0.009,182.3091496
44,1.24,1.16,1.26,1.38,-0.0062,178.8259156
44.5,1.16,1.18,1.3,1.36,-0.0084,181.4518658
45,1.2,1.2,1.24,1.32,-0.008,177.5446212
45.5,1.16,1.32,1.24,1.22,-0.012,180.9324968
46,1.2,1.22,1.32,1.32,-0.01,181.725246
46.5,1.26,1.26,1.3,1.26,-0.0088,178.9365218
47,1.22,1.22,1.24,1.26,-0.0116,176.710921
47.5,1.18,1.2,1.14,1.3,-0.0234,178.1654585
48,1.24,1.28,1.24,1.2,-0.0054,178.968162
48.5,1.2,1.22,1.28,1.36,-0.0128,182.8984399
49,1.26,1.26,1.34,1.28,-0.018,182.0438236
49.5,1.16,1.22,1.3,1.26,-0.0394,175.4589093
50,1.18,1.24,1.3,1.3,-0.0268,183.3648131
50.5,1.16,1.2,1.32,1.26,-0.019,177.0151049
51,1.26,1.28,1.36,1.2,-0.0076,175.3372112
51.5,1.16,1.22,1.26,1.3,-0.0058,180.6189011
52,1.18,1.12,1.26,1.16,-0.01,183.5202295
52.5,1.14,1.18,1.18,1.34,0.0004,176.8581545
53,1.28,1.22,1.26,1.32,0.001,181.832974
53.5,1.22,1.26,1.22,1.2,-0.0136,184.1665837
54,1.24,1.22,1.3,1.32,-0.018,182.2194077
54.5,1.22,1.26,1.22,1.28,-0.0098,181.3541424
55,1.2,1.3,1.28,1.28,-0.0156,176.4185339
55.5,1.16,1.24,1.32,1.34,-0.0388,179.0855381
56,1.2,1.3,1.22,1.26,-0.0342,177.4377425
56.5,1.26,1.24,1.3,1.34,-0.0132,177.642139
57,1.2,1.2,1.32,1.28,-0.0302,179.0128719
57.5,1.18,1.28,1.36,1.34,-0.031,181.3025015
58,1.16,1.2,1.32,1.34,-0.0406,173.0801385
58.5,1.2,1.18,1.22,1.34,0.0138,176.3141083
59,1.28,1.18,1.28,1.34,0.0006,180.3776513
59.5,1.22,1.36,1.36,1.3,-0.0008,176.6202178
60,1.18,1.22,1.3,1.28,0.0062,181.037631
60.5,1.2,1.22,1.3,1.36,0.0048,179.6380138
61,1.26,1.22,1.32,1.36,-0.0108,176.8932199
61.5,1.18,1.16,1.3,1.26,0.0126,181.2340768
62,1.24,1.24,1.28,1.3,-0.002,180.4390912
62.5,1.24,1.24,1.24,1.36,-0.0282,179.0455207
63,1.32,1.28,1.28,1.32,-0.0068,185.6989735
63.5,1.16,1.26,1.3,1.34,-0.024,181.2126983
64,1.18,1.24,1.3,1.3,-0.0254,182.7064795
64.5,1.12,1.28,1.18,1.28,-0.039,182.6025672
65,1.24,1.22,1.24,1.32,-0.057,180.6805269
65.5,1.16,1.24,1.32,1.28,-0.0216,179.3503248
66,1.2,1.26,1.34,1.2,-0.0134,179.3917598
66.5,1.2,1.18,1.28,1.3,0.011,179.1876089
67,1.28,1.18,1.26,1.3,0.003,179.3172173
67.5,1.26,1.2,1.2,1.26,-0.001,176.408362
68,1.26,1.22,1.28,1.36,-0.0128,181.3033456
68.5,1.16,1.2,1.24,1.28,-0.014,180.4438717
69,1.26,1.22,1.32,1.28,-0.0124,176.8819344
69.5,1.2,1.18,1.24,1.26,-0.0268,181.0181271
70,1.3,1.2,1.3,1.32,-0.0236,180.3756078
70.5,1.18,1.22,1.38,1.26,0.0086,178.4380261
71,1.22,1.16,1.26,1.3,-0.0208,176.9087776
71.5,1.14,1.24,1.2,1.38,-0.0296,182.9158523
72,0.96,0.88,1.08,1.06,-0.0302,178.208278
72.5,0.74,0.7,0.72,0.78,-0.0294,175.6902402
73,0.46,0.46,0.66,0.54,-0.0176,178.3271878
73.5,0.3,0.3,0.28,0.36,-0.5342,163.6268162
74,0.1,0.34,0.18,0.4,-0.5394,147.8783262
74.5,0.14,0.26,0.16,0.28,-0.524,134.9625437
75,0.14,0.38,0.1,0.3,-0.5392,118.8464454
75.5,0.22,0.38,0.26,0.4,-0.5426,101.8394316
76,0.1,0.34,0.16,0.36,-0.5434,89.30797095
76.5,0.12,0.42,0.14,0.38,-0.512,76.24935357
77,0.28,0.3,0.16,0.4,-0.532,60.87664145
77.5,0.14,0.46,0.04,0.34,-0.5308,43.87362295
78,0.2,0.38,0.16,0.36,-0.5222,28.39198669
78.5,0.2,0.38,0.18,0.4,-0.53,15.89954157
79,0.1,0.28,0.24,0.32,-0.5248,1.878118985
79.5,0.22,0.42,0.28,0.34,-0.0318,1.178230504
80,0.44,0.42,0.52,0.58,-0.0306,-1.247261523
80.5,0.66,0.68,0.76,0.78,-0.0044,-1.470001671
81,0.92,0.96,0.98,1.04,-0.0196,0.3489886275
81.5,1.08,1.2,1.2,1.22,-0.0064,0.007375750934
82,1.22,1.24,1.3,1.34,-0.0078,1.19246696
82.5,1.18,1.22,1.22,1.32,-0.0152,0.2499684553
83,1.22,1.28,1.28,1.32,-0.0176,-3.563775722
83.5,1.26,1.2,1.16,1.34,-0.0072,-1.199640368
84,1.22,1.18,1.26,1.26,-0.0076,2.083547841
84.5,1.28,1.26,1.34,1.32,-0.02,0.2065610434
85,1.3,1.28,1.28,1.34,-0.0232,0.5172281853
85.5,1.3,1.28,1.32,1.26,0.0028,-1.399779894
86,1.18,1.24,1.26,1.26,-0.0136,-0.313257077
86.5,1.18,1.16,1.28,1.28,-0.0368,2.790397631
87,1.12,1.22,1.3,1.3,-0.039,-3.767833114
87.5,1.2,1.24,1.32,1.26,-0.008,-1.201168465
88,1.26,1.24,1.26,1.3,-0.007,2.122782837
88.5,1.14,1.26,1.34,1.3,-0.0094,1.933871159
89,1.14,1.2,1.26,1.3,-0.0186,-1.029867495
89.5,1.26,1.28,1.28,1.3,0.0008,-0.5226269718
90,1.2,1.18,1.28,1.34,0.007,1.936604614
90.5,1.2,1.32,1.3,1.3,-0.026,1.563287019
91,1.24,1.26,1.28,1.32,-0.0042,-2.599230597
91.5,1.14,1.16,1.26,1.34,-0.0236,-0.4948965034
92,1.14,1.1,1.28,1.24,-0.022,-2.677899102
92.5,1.08,1.24,1.34,1.32,-0.0108,-0.2572019169
93,1.22,1.22,1.3,1.24,-0.0154,-1.816689442
93.5,1.2,1.2,1.3,1.42,-0.0102,-0.07841013443
94,1.26,1.18,1.28,1.4,-0.0072,4.026528302
94.5,1.26,1.2,1.3,1.32,0.005,1.080754868
95,1.28,1.2,1.32,1.26,0.007,1.075103321
95.5,1.32,1.26,1.3,1.24,-0.0204,-2.589972075
96,1.26,1.22,1.28,1.24,-0.0234,-1.358905388
96.5,1.22,1.22,1.3,1.32,-0.0078,0.5489362493
97,1.28,1.2,1.34,1.32,-0.0032,3.63822047
97.5,1.28,1.22,1.3,1.22,-0.0128,2.198137092
98,1.16,1.2,1.3,1.24,-0.0028,1.717488412
98.5,1.2,1.16,1.28,1.22,-0.0044,1.484270973
99,1.28,1.24,1.34,1.28,-0.0142,2.062978689
99.5,1.2,1.28,1.3,1.26,-0.0156,0.1948708172
100,1.24,1.32,1.32,1.26,-0.0354,-1.983343144
100.5,1.12,1.18,1.16,1.26,-0.0216,0.6852036525
101,1.32,1.28,1.32,1.32,-0.0272,-0.1914063119
101.5,1.18,1.18,1.32,1.26,-0.0076,1.254942556
102,1.12,1.2,1.26,1.2,-0.0218,1.613407915
102.5,1.18,1.26,1.28,1.38,-0.0158,-2.911397805
103,1.26,1.2,1.28,1.34,-0.012,0.9636202415
103.5,1.2,1.18,1.18,1.22,-0.0308,-3.044556763
104,1.28,1.22,1.26,1.24,-0.0268,-1.931859673
104.5,1.22,1.28,1.2,1.2,-0.0168,-2.650358628
105,1.24,1.22,1.3,1.26,-0.0092,-0.3848670988
105.5,1.22,1.22,1.22,1.24,-0.0214,-1.996392903
106,1.2,1.12,1.28,1.34,-0.002,-1.183488355
106.5,1.28,1.2,1.26,1.34,-0.0176,-1.528256914
107,1.22,1.28,1.2,1.3,0.006,1.225456128
107.5,1.14,1.28,1.4,1.24,-0.0064,-2.842030076
108,1.12,1.14,1.24,1.2,-0.0082,-1.764078476
108.5,1.28,1.26,1.28,1.28,-0.0382,-4.510831941
109,1.22,1.22,1.3,1.34,-0.0128,-3.89445846
109.5,1.22,1.24,1.32,1.38,-0.0104,-0.4326315492
110,1.16,1.14,1.36,1.26,-0.041,-0.01517691345
110.5,1.2,1.18,1.26,1.2,-0.0248,0.3490804451
111,0.94,1.02,1.1,1.06,-0.0362,-1.960271158
111.5,0.82,0.78,0.72,0.8,0.001,-5.369385488
112,0.5,0.5,0.5,0.54,-0.0016,-2.317773326
112.5,0.4,0.28,0.4,0.34,0.5182,12.48868127
113,0.3,0.12,0.38,0.12,0.5258,29.72389387
113.5,0.36,0.06,0.3,0.14,0.5172,46.6462855
114,0.32,0.1,0.36,0.1,0.5246,65.26868203
114.5,0.38,0.18,0.48,0.26,0.5064,73.8242971
115,0.38,0.18,0.34,0.16,0.509,90.67347065
115.5,0.32,0.14,0.36,0.16,0.4968,104.0317368
116,0.28,0.16,0.36,0.12,0.4918,118.3735779
116.5,0.24,0.14,0.3,0.12,0.4934,133.7516034
117,0.42,0.16,0.44,0.1,0.4996,150.277436
117.5,0.24,0.14,0.38,0.12,0.5014,163.0133889
118,0.48,0.14,0.28,0.24,0.5014,180.2845
118.5,0.32,0.26,0.4,0.28,-0.0042,179.29659
119,0.42,0.5,0.46,0.54,0.0008,177.5067658
119.5,0.74,0.74,0.86,0.74,-0.022,176.0962331
120,1.04,1.08,1.12,1.1,-0.027,178.646289
120.5,1.16,1.16,1.2,1.26,0.0088,179.6672015
121,1.26,1.22,1.3,1.32,-0.0124,179.5352364
121.5,1.34,1.2,1.28,1.24,-0.019,181.0335065
122,1.2,1.26,1.18,1.26,-0.0026,179.5147668
122.5,1.12,1.16,1.28,1.36,0.0148,180.4523378
123,1.28,1.2,1.3,1.28,0.0126,182.4494484
123.5,1.28,1.22,1.3,1.32,-0.0182,179.6449469
124,1.18,1.2,1.26,1.34,-0.0052,183.2345518
124.5,1.18,1.26,1.3,1.28,-0.001,180.9176066
125,1.22,1.24,1.38,1.24,-0.016,181.2995047
125.5,1.28,1.16,1.36,1.26,-0.0458,182.944912
126,1.24,1.28,1.34,1.26,-0.0412,179.110637
126.5,1.24,1.2,1.28,1.3,-0.0298,173.4793609
127,1.26,1.22,1.3,1.28,-0.0264,178.1797683
127.5,1.16,1.14,1.28,1.36,-0.0222,175.413785
128,1.26,1.22,1.24,1.3,-0.0156,181.1409572
128.5,1.2,1.26,1.42,1.18,0.0068,177.7698587
129,1.2,1.2,1.4,1.34,0.012,178.8252296
129.5,1.18,1.22,1.3,1.3,0.004,182.2378119
130,1.22,1.3,1.22,1.26,-0.0132,181.1616301
130.5,1.2,1.18,1.32,1.28,-0.0218,180.2862722
131,1.24,1.3,1.26,1.3,-0.0156,180.2710176
131.5,1.14,1.22,1.22,1.28,-0.0258,183.0922477
132,1.32,1.2,1.22,1.32,-0.036,182.0954201
132.5,1.22,1.28,1.36,1.2,-0.039,181.3048187
133,1.22,1.24,1.38,1.38,-0.0432,180.3214356
133.5,1.14,1.24,1.28,1.28,-0.0086,180.4802434
134,1.26,1.2,1.26,1.28,-0.0064,179.0989082
134.5,1.12,1.18,1.3,1.32,-0.0044,176.0535893
135,1.18,1.2,1.3,1.3,-0.008,180.0848668
135.5,1.22,1.2,1.28,1.28,-0.0024,181.8434684
136,1.24,1.18,1.3,1.24,0.0178,180.2761176
136.5,1.24,1.06,1.26,1.26,-0.0404,178.2103649
137,1.22,1.2,1.3,1.36,-0.0296,180.8108387
137.5,1.3,1.24,1.32,1.28,-0.006,178.1093611
138,1.14,1.26,1.38,1.24,-0.0066,179.6550705
138.5,1.22,1.28,1.26,1.3,-0.0218,179.2395757
139,1.24,1.28,1.22,1.3,-0.0218,180.8484847
139.5,1.22,1.1,1.28,1.36,-0.003,178.0825399
140,1.2,1.22,1.32,1.36,-0.0014,179.5476345
140.5,1.22,1.14,1.28,1.26,-0.0126,182.0784763
141,1.18,1.26,1.26,1.3,-0.023,177.3270238
141.5,1.24,1.22,1.28,1.34,-0.0022,178.8118255
142,1.24,1.12,1.22,1.26,-0.0064,176.7007077
142.5,1.12,1.18,1.22,1.2,-0.0124,178.7513444
143,1.24,1.2,1.28,1.34,-0.0102,181.3298032
143.5,1.12,1.12,1.26,1.32,-0.0068,183.824213
144,1.16,1.2,1.24,1.24,-0.0078,180.8997608
144.5,1.22,1.26,1.32,1.3,-0.0214,177.6212039
145,1.2,1.22,1.3,1.22,-0.0346,177.5276212
145.5,1.2,1.28,1.26,1.34,-0.0084,179.5403899
146,1.22,1.28,1.22,1.3,-0.0012,182.1832872
146.5,1.22,1.2,1.24,1.26,-0.04,181.3286812
147,1.26,1.1,1.26,1.26,-0.0192,180.5229649
147.5,1.2,1.32,1.34,1.26,-0.0044,181.1211076
148,1.14,1.22,1.28,1.3,-0.0094,180.7247421
148.5,1.22,1.24,1.26,1.34,-0.0226,178.8830621
149,1.28,1.18,1.2,1.28,-0.012,180.1616594
149.5,1.16,1.14,1.18,1.32,-0.0112,180.6604195
150,1,1.04,1.04,1,-0.011,179.7082185
150.5,0.68,0.72,0.76,0.76,0.0006,179.0755794
151,0.52,0.48,0.46,0.5,0.0004,178.4252312
151.5,0.1,0.4,0.34,0.46,-0.5418,165.6569998
152,0.16,0.36,0.14,0.4,-0.5234,151.3951269
152.5,0.12,0.32,0.14,0.4,-0.535,138.8018217
153,0.04,0.42,0.16,0.34,-0.5246,124.6302753
153.5,0.04,0.3,0.1,0.3,-0.5502,104.6838603
154,0.18,0.34,0.12,0.28,-0.5408,89.91980306
154.5,0.08,0.32,0.18,0.38,-0.5434,73.18741568
155,0.14,0.36,0.14,0.38,-0.5446,61.95210193
155.5,0.1,0.34,0.06,0.28,-0.5454,43.37738353
156,0.06,0.38,0.14,0.44,-0.5284,33.46329679
156.5,0.12,0.32,0.1,0.48,-0.5346,16.58500723
157,0.12,0.26,0.16,0.34,-0.5434,-1.931795183
157.5,0.28,0.32,0.22,0.4,-0.0172,1.317989498
158,0.54,0.5,0.46,0.46,-0.0184,0.9439074237
158.5,0.7,0.78,0.76,0.9,-0.019,-2.405383392
159,0.98,0.94,0.94,1.06,-0.0134,0.3271151924
159.5,1.24,1.08,1.26,1.2,0.0138,1.369378178
160,1.2,1.16,1.36,1.3,-0.0036,1.006731672
160.5,1.32,1.2,1.3,1.34,-0.007,-2.824354163
161,1.26,1.24,1.26,1.3,-0.0264,-0.4118735072
161.5,1.18,1.22,1.24,1.24,-0.0038,-0.9417242614
162,1.2,1.2,1.18,1.3,-0.009,2.718403932
162.5,1.14,1.12,1.3,1.28,-0.025,0.8120322924
163,1.28,1.24,1.22,1.22,-0.0204,0.1465987343
163.5,1.28,1.16,1.3,1.42,-0.0062,0.9502568654
164,1.28,1.18,1.28,1.36,-0.0066,-0.2022515673
164.5,1.24,1.26,1.16,1.3,-0.0096,4.454088776
165,1.28,1.14,1.26,1.3,-0.013,3.146583908
165.5,1.24,1.24,1.42,1.24,-0.0116,2.997583603
166,1.3,1.14,1.26,1.24,0.0022,0.6638444436
166.5,1.22,1.2,1.28,1.38,-0.0198,0.6412284846
167,1.28,1.2,1.32,1.32,-0.0112,-0.7950062597
167.5,1.24,1.28,1.32,1.3,-0.0296,2.181213059
168,1.22,1.18,1.38,1.38,-0.0076,2.978413856
168.5,1.28,1.14,1.34,1.28,-0.0208,1.3069197
169,1.24,1.24,1.26,1.28,-0.047,-0.6052361351
169.5,1.14,1.22,1.2,1.38,-0.023,1.257212072
170,1.3,1.22,1.24,1.26,-0.0196,-2.545345119
170.5,1.14,1.14,1.3,1.32,-0.006,-1.598998116
171,1.24,1.18,1.34,1.34,-0.013,-0.1886468871
171.5,1.24,1.14,1.22,1.22,-0.0164,-0.01678754455
172,1.2,1.14,1.32,1.24,-0.002,0.5833297502
172.5,1.18,1.22,1.22,1.22,-0.012,1.571324552
173,1.2,1.12,1.38,1.28,-0.0004,0.06357684109
173.5,1.3,1.22,1.26,1.22,-0.003,3.381912105
174,1.14,1.16,1.18,1.4,-0.0144,0.4132328673
174.5,1.18,1.26,1.32,1.26,-0.0154,0.1549477323
175,1.2,1.28,1.24,1.38,-0.0224,-0.8535013154
175.5,1.22,1.26,1.24,1.28,-0.0018,0.1613764304
176,1.18,1.26,1.28,1.38,-0.0054,0.3839799425
176.5,1.14,1.22,1.22,1.24,-0.0174,-0.131635673
177,1.16,1.3,1.28,1.36,-0.027,1.888865137
177.5,1.24,1.26,1.28,1.3,0.004,0.3834416327
178,1.2,1.3,1.4,1.38,-0.0066,-3.827189259
178.5,1.26,1.24,1.34,1.28,-0.0206,-3.039501564
179,1.22,1.2,1.28,1.3,-0.0154,-1.312299771
179.5,1.18,1.22,1.32,1.34,-0.0136,0.04772296614
180,1.18,1.26,1.36,1.28,-0.0234,0.9482673186
180.5,1.2,1.2,1.18,1.3,-0.0156,0.3553368506
181,1.2,1.3,1.32,1.24,-0.0208,1.213944137
181.5,1.2,1.26,1.28,1.34,-0.038,0.9544612668
182,1.3,1.24,1.28,1.4,-0.0124,-0.1481527152
182.5,1.18,1.28,1.24,1.28,-0.0148,0.8247981421
183,1.18,1.24,1.38,1.36,-0.0132,-1.170738712
183.5,1.3,1.3,1.3,1.28,-0.0118,-3.684398388
184,1.2,1.2,1.3,1.32,-0.0168,-0.8502014739
184.5,1.22,1.2,1.32,1.26,-0.0218,0.4509741999
185,1.18,1.24,1.28,1.24,-0.0276,1.209063046
185.5,1.14,1.24,1.32,1.28,0.0022,-2.300862837
186,1.2,1.22,1.24,1.3,-0.0014,-1.816450711
186.5,1.24,1.14,1.26,1.24,-0.0198,-1.825287607
187,1.3,1.26,1.26,1.26,-0.0304,-2.289936086
187.5,1.22,1.1,1.3,1.26,0.015,-1.094945983
188,1.22,1.2,1.28,1.3,0.0036,0.7418629151
188.5,1.14,1.14,1.2,1.2,-0.0124,2.567761217
189,1,1.02,0.96,1.08,-0.0076,2.4557342
189.5,0.76,0.66,0.8,0.9,-0.0016,4.241476728
190,0.42,0.54,0.54,0.52,0.0062,3.640162316
190.5,0.32,0.28,0.42,0.34,0.494,14.77472204
191,0.36,0.14,0.28,0.08,0.4846,32.300371
191.5,0.38,0.2,0.28,0.14,0.5056,41.91244262
192,0.28,0.18,0.32,0.22,0.5018,64.42187726
192.5,0.44,0.14,0.32,0.16,0.5076,75.64807728
193,0.36,0.12,0.3,0.12,0.4884,93.66789459
193.5,0.34,0.16,0.44,0.12,0.5212,104.0558161
194,0.36,0.1,0.3,0.1,0.5338,116.5627281
194.5,0.38,0.14,0.32,0.18,0.502,131.889867
195,0.24,0.16,0.42,0.04,0.4978,147.8171321
195.5,0.3,0.18,0.32,0.16,0.504,161.3832921
196,0.44,0.06,0.34,0.16,0.506,176.0029693
196.5,0.4,0.34,0.4,0.32,-0.0328,177.8799516
197,0.58,0.52,0.54,0.68,-0.0276,182.104224
197.5,0.74,0.76,0.8,0.82,-0.0002,182.2282855
198,1.06,0.9,1.02,1.06,-0.0224,181.226265
198.5,1.2,1.18,1.3,1.16,0.006,178.0725603
199,1.2,1.18,1.22,1.32,0.0016,183.923921
199.5,1.3,1.26,1.34,1.34,-0.0072,177.7243238
200,1.18,1.3,1.3,1.2,-0.018,180.8463963
200.5,1.2,1.22,1.32,1.22,-0.0214,179.2040563
201,1.32,1.2,1.24,1.3,-0.0074,177.54173
201.5,1.22,1.2,1.34,1.28,-0.0274,181.9305914
202,1.24,1.2,1.24,1.32,-0.0342,180.6973173
202.5,1.28,1.16,1.28,1.42,-0.0056,179.7872976
203,1.18,1.22,1.32,1.28,-0.003,180.2373926
203.5,1.22,1.16,1.18,1.3,-0.0102,180.3877491
204,1.24,1.18,1.34,1.28,-0.0224,182.2840524
204.5,1.18,1.18,1.24,1.3,-0.0152,179.1655684
205,1.22,1.28,1.22,1.32,-0.0278,180.8234644
205.5,1.22,1.24,1.24,1.3,0.0074,178.7975816
206,1.16,1.24,1.28,1.36,0.013,179.8895413
206.5,1.22,1.2,1.26,1.24,-0.0146,181.4586468
207,1.12,1.24,1.26,1.4,-0.0196,183.6242553
207.5,1.2,1.28,1.3,1.32,0.0006,179.2042009
208,1.22,1.22,1.26,1.2,-0.0022,181.9957541
208.5,1.3,1.18,1.26,1.3,-0.043,180.8889609
209,1.26,1.14,1.22,1.22,-0.0388,182.6291554
209.5,1.22,1.1,1.36,1.38,-0.0156,183.0347725
210,1.14,1.26,1.26,1.3,-0.0232,181.4507542
210.5,1.36,1.3,1.34,1.32,-0.0118,178.8140748
211,1.18,1.2,1.22,1.3,-0.0064,183.9557383
211.5,1.26,1.28,1.24,1.34,-0.0088,177.8042802
212,1.3,1.16,1.34,1.34,-0.0026,180.7145452
212.5,1.3,1.2,1.26,1.22,-0.0026,178.7391933
213,1.24,1.28,1.28,1.34,0.0068,178.6960762
213.5,1.22,1.16,1.32,1.26,-0.0216,183.3885663
